Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled RRV Richmond,Current Quantity RRV Richmond,New Quantity RRV Richmond,Stock Alert Enabled RRV Richmond,Stock Alert Count RRV Richmond,Price RRV Richmond,Enabled TVM McHenry,Current Quantity TVM McHenry,New Quantity TVM McHenry,Stock Alert Enabled TVM McHenry,Stock Alert Count TVM McHenry,Price TVM McHenry
4GX6XF7DVIHN2ZU7B5L4LINR,R36S Retro Handheld Video Game Console with Linux System and 3.5 Inch IPS Display,White 128G,,,TBDL Exclusive,TBDL Exclusive,,,,,visible,Physical good,,,,,,,,89.23,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,White 128G,,,,,,,,N,,,,,,Y,40,,,,
3BPZHKPMYWDYFLNVRUBQNBJ4,RGBW Modern Curve Floor Lamp | New Version,,,"<p></p><h2>Features</h2><p></p><p>— Colors: Black</p><p></p><p>— Materials: Metal, Aluminum</p><p></p><p>— Measurements: 47.3&#34;L x 12.6&#34;W x 66.9&#34;H </p><p></p><p>— Origin: China</p><p></p><p>— Warranty: Manufacturer&#39;s 1 Year</p><p></p><p>— 16 Million Colors &amp; 358 Light Effect</p><p></p><p>— 3000 - 6000k white light （new version）</p><p></p><p>— Dimmable</p><p></p><p>— Remote Control (Requires AAA Battery; Not Included)</p><p></p><p><br/></p><p></p><p> <br/></p><p><br/></p><p></p><p>.so-tab {</p><p>position: relative;</p><p>width: 100%;</p><p>overflow: hidden;</p><p>margin: 25px 0;</p><p>}</p><p>.so-tab label {</p><p>position: relative;</p><p>display: block;</p><p>padding: 0 25px 0 0;</p><p>margin-bottom: 15px;</p><p>line-height: normal;</p><p>cursor: pointer;</p><p>}</p><p>.so-tab input {</p><p>position: absolute;</p><p>opacity: 0;</p><p>z-index: -1;</p><p>}</p><p>.so-tab-content {</p><p>max-height: 0;</p><p>overflow: hidden;</p><p>transition: max-height .35s;</p><p>}</p><p>/* :checked */</p><p>.so-tab input:checked ~ .so-tab-content {</p><p>max-height: none;</p><p>}</p><p>/* Icon */</p><p>.so-tab label::after {</p><p>position: absolute;</p><p>right: 0;</p><p>top: 0;</p><p>display: block;</p><p>-webkit-transition: all .35s;</p><p>-o-transition: all .35s;</p><p>transition: all .35s;</p><p>}</p><p>.so-tab input[type=checkbox] + label::after {</p><p>content: &#34;+&#34;;</p><p>}</p><p>.so-tab input[type=radio] + label::after {</p><p>content: &#34;\25BC&#34;;</p><p>}</p><p>.so-tab input[type=checkbox]:checked + label::after {</p><p>transform: rotate(315deg);</p><p>}</p><p>.so-tab input[type=radio]:checked + label::after {</p><p>transform: rotateX(180deg);</p><p>}</p><p>--&gt;</p><p></p><h2>Specifications</h2><p></p><div><p><br/><b>＋ Product Details</b></p><p></p><div><p></p><p>— Power Source: Wall Plug</p><p></p><p>— Cord Length: 8.2&#39;</p><p></p><p>— Voltage: 12V / 2A</p><p></p><p>— Bulb Type: LED</p><p></p><p>— Bulb Included: Yes</p><p></p><p>— Dimmable: Yes</p><p></p><p>— Wattage: 21 W</p><p></p><p>— Lumens: 1512～1680 lm</p><p></p><p>— Color Temperature: 2700-6500 K</p><p></p><p>— Bulb Lifetime: 20000+ Hours</p><p></p><p>— Color Rendering Index: 85RA</p><p></p><p>— Assembly Required: Yes</p><p></p><p>— Instructions Included: Yes</p><p></p><p>— Suitable For Outdoor Use: No </p><p></p><p>— Certifications: FCC, CE, ROHS</p><p></p><p>— Product Weight: 11.5 lb</p><p></p></div><p></p></div>",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,N,N,N,121.53,,N,,N,,N,,,,,,,,,,N,,,,,,Y,100,,,,
GYKJ4LL7NHFSMPHHVNWSLOZW,Radiant Amethyst Opal Charm Bracelet,"Medium, Purple",,"<p></p><p>Experience the artistry and beauty of our Radiant Amethyst Opal Charm Bracelet. Meticulously crafted with precision, this bracelet showcases a harmonious blend of genuine amethyst and opal gemstones, expertly arranged to captivate the eye. Captivating Charm and Elegance Adorn your wrist with the captivating charm of this bracelet. The shimmering opal stones exude an ethereal glow, while the deep purple hues of the amethyst evoke a sense of regal elegance, making it a perfect accessory for any occasion. Timeless Sophistication Elevate your style with the timeless sophistication of our Amethyst Opal Charm Bracelet. </p><p></p><p><br/><br/><strong>Product Information:</strong><br/>Item Type: Bracelet<br/>Gender: Female<br/>Style: Bohemian<br/>Material: Semi-precious stone (Amethyst Stone)<br/>Clouser: Lace-up<br/>Size: 6.5 Inch (Adjustable)<br/> </p><p></p><p> <br/></p>",The New Things,The New Things,,,,,visible,Physical good,,,,Y,,,,50.23,,N,,N,,N,#size8479ae2f-8a6b-427f-8828-325a85f6eb55,Medium,#color8479ae2f-8a6b-427f-8828-325a85f6eb55,Purple,,,,,,N,,,,,,Y,100,,,,
MY2W3UECVXBIJ6BON6RHAZZD,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"7.75"" (XL)",,"<p></p><p><strong><em><u>Rainbow Moonstone</u></em></strong> <strong>&amp;</strong> <strong><em><u>Brazilian Crystal Quartz</u></em></strong> stretch bracelet! This is an all natural, handmade bracelet using only genuine crystals and gemstones.<br/></p><p><br/></p><p><br/></p><p></p><p><br/></p><p>Rainbow or Blue Moonstone is a white to clear  stone with an amazing blue flash! </p><p>It&#39;s a powerful healing stone that brings inner peace, strength and love. It has been used to relieve stress and enhance intuition as well.<br/></p><p><br/></p><p></p><p>Moonstone is also known as the feminine goddess stone. It can bring balance to masculine energy or strengthen feminine energy. For this reason it is also known as a great tool for balancing Yin and Yang energies!<br/><br/></p><p><br/></p><p>Moonstone is most commonly associated with the Heart, Throat, Third Eye and Crown Chakras.<br/></p><p><br/></p><p>Zodiac Influences: Gemini~Cancer~Leo</p><p><br/></p><p>Crystal Quartz is a master healer that brings clarity to any situation. This crystal reminds us to change our perspective and see from all sides. It’s also used to cleanse and then amplify positive energy.<br/></p><p><br/></p><p></p><p>Crystal Quartz is a powerful healer that can be used in ALL CHAKRAS and influences ALL ZODIAC signs!</p><p></p><p><br/></p><p></p><p><br/></p><p>This bracelet is handmade with love in the USA using only</p><p>high quality components!</p><p><br/></p>",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,57.23,,N,,N,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"7.75"" (XL)",,,,,,,,N,,,,,,Y,18,,,,
J36FHGFHQMN52M6JORRXVHQ6,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"8"" (XXL)",,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,,,,,60.23,,N,,,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"8"" (XXL)",,,,,,,,N,,,,,,Y,20,,,,
2TIXNPPOLYHMCAALA354KOOW,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"7.5"" (L)",,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,,,,,55.23,,N,,,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"7.5"" (L)",,,,,,,,N,,,,,,Y,18,,,,
RYAOVPNXCSD3DRICEZSXH4NQ,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"6.75"" (XS)",,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,,,,,51.23,,N,,,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"6.75"" (XS)",,,,,,,,N,,,,,,Y,16,,,,
ITZOXTCUNDIPLREOEVT7WQ3H,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"7"" (Standard)",,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,,,,,53.23,,N,,,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"7"" (Standard)",,,,,,,,N,,,,,,Y,16,,,,
RLLWS4MQ4PPBIA7VW23BGC4Y,Raw Amethyst Stone Bracelet,"7.5, Purple, Brass",,"Gorgeous, raw amethyst stone bracelet with a jingle bell closure, all handwoven together by hand in a lustrous black chord. Amethyst is said to overcome fear and is used as a meditation stone, a perfect accent for your yoga/meditation gear or pair this attention grabbing bracelet with an evening look! There are many fashionable ways you can wear this!





*Length: 7.5 inches

Raw Amethyst

Cotton chord and bell closure

Brass",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,45.23,,N,,N,,,#sizecf7bdffc-bca0-4cd5-9eb9-417367a96ef1,7.5,#colorcf7bdffc-bca0-4cd5-9eb9-417367a96ef1,Purple,#materialcf7bdffc-bca0-4cd5-9eb9-417367a96ef1,Brass,,,,N,,,,,,Y,100,,,,
VW6A44ECOPNVGGGHEDXKE746,Rectangular Selenite Crystal Lamp Prime,,,"❄️ Selenite Crystal Lamp's dimensions are 3' wide and 8' tall

❄️ Rectangular Selenite Crystal Lamp beautifully decorates your office, living room or bedroom.

❄️ Rectangular Selenite Crystal Lamp includes Power Cord with Light:
US Plug
E12 Lamp Holder
Butterly Spring
Night Light Bulb
120V
Cable may be white or black

❄️ In new age and spiritual work, Selenite is considered one of the more powerful healing stones. It ensures a peaceful environment",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,83.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,75,,,,
I7VY6UAH4EGNGVETX3YYMTG5,Red and Blue clown.,Regular,,,The New Things,The New Things,,,,,unavailable,Physical good,,,,Y,,,,40.00,,Y,,N,,N,,,,,,,,,,N,,,,,,N,,,,,
4HHKBDVJC6VBNBCDWXAIQKZ3,Reiki Golden Nag | Incense Sticks Joss 15g | Premium Scents |,,,"These incense sticks are hand rolled in India using pure extracts and the finest scented oils. Let this aroma fill your home or shop and create a wonderful atmosphere. The finest spices, herbs, floral extracts, exotic oils and other natural ingredients are carefully selected and skillfully blended for their positive influence.<br/><br/>A variety of fragrances available from the best known company for incense, producing top quality incense.<br/><br/> Each pack contains 15g of Incense sticks (approximately 10 incense sticks)<br/><br/>Huge range of scents - from calming meditation aids, spicy warm and fresh cleansing aromas<br/><br/>Recyclable packaging, Free from Toxic substances.<br/><br/><strong>To Use:</strong> <br/><br/>Light the end of the incense stick using a candle, lighter of match<br/><br/>Allow the flame to burn for a few seconds - until a glowing ember forms<br/><br/>Extinguish the flame wafting a smudging feather, hand or gently blowing<br/><br/>Once the incense stick is burning, place in an incense stick holder.<br/><br/><br/>Burn time: Approx 30 min",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,12.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,14,,,,
QZZHYGGQULHHUTP2VUXGDQRT,Resurfacing Detox Serum  1oz,Standard,SKU_220,"This multi-corrective complex serum contains potent natural herbs that detoxify and brighten uneven skin. No matter how stressed or damaged the skin is, this serum helps resurface and renew it. Gentle on all types of skin. Ingredients: Water (Aqua), Limonia Acidissima (Thanaka) Extract, Leuconostoc/Radish Root Ferment Filtrate, Glycerin, Polysorbate 20, Glycolic Acid, Aloe Barbadensis Leaf Juice, Ubiquinone, Sodium Hyaluronate, Steardimonium Hydroxypropyl Panthenyl PEG-7 Dimethicone Phosphate Chloride, Phytic Acid, Isopropyl Palmitate, Cetearyl Glucoside, Cetearyl Alcohol, Cetyl Alcohol, PEG-40 Hydrogenated Castor Oil, Citrus Limon (Lemon) Peel Extract, Cymbopogon Citratus Extract, Pyrus Malus (Apple) Fruit Extract, Acetyl Hexapeptide-8, Acetic Acid, Lecithin, Lactic Acid, Squalane, Xanthan Gum, Carbomer, Fragrance, Ascorbyl Palmitate, Tocopheryl Acetate, Potassium Sorbate, Phenoxyethanol, Benzyl Alcohol, Tocopherol",TBDL Exclusive,TBDL Exclusive,,,,,unavailable,Physical good,,,,Y,,Y,Y,75.00,,Y,,N,,Y,,,,,,,,,,N,,,,,,Y,0,,,,
WKZQ5QE77VFESAGXQY5M7V3R,Retro Charm Meets Modern Sound: Bluetooth Speaker & Phone Holder,Grey,,"Introducing the Retro TV Design Bluetooth Speaker and Phone Holder—a perfect blend of vintage charm and modern technology. This stylish device isn't just about aesthetics; it’s packed with features that make it both functional and fun.

Equipped with support for A2DP, AVRCP, and hands-free profiles, this Bluetooth speaker ensures seamless connectivity. It operates on Bluetooth Version V4.2+EDR Class 2, providing a reliable connection within a range of up to 10 meters (approximately 33 feet).

The compact design measures 18 cm by 8 cm by 2.5 cm (7.1 inches by 3.1 inches by 1 inch), making it easy to carry and set up anywhere. Despite its sleek size, it has a solid net weight of 532 grams (1.17 pounds), giving it a sturdy feel.

Under the hood, you'll find a powerful 40 mm speaker with a loudspeaker output of 3 watts. The frequency response ranges from 280 Hz to 16 kHz, delivering clear and dynamic sound. The signal-to-noise ratio meets high standards, and the distortion level is kept to a minimum at ≤ 0.5%.

Powered by a 1200 mAh battery, this speaker offers extended playtime, ensuring your music lasts throughout the day.

What’s in the Box?
1 Wireless Bluetooth Speaker
1 Charging Cable

Experience the perfect harmony of retro design and contemporary audio performance with this versatile Bluetooth speaker and phone holder.",TBDL Exclusive,TBDL Exclusive,,,,,unavailable,Physical good,,,,Y,,Y,Y,45.99,,N,,N,,,#color9ce83340-9bb1-4d1c-8dc9-fb6d1eb99e4d,Grey,,,,,,,,N,,,,,,Y,193,,,,
PDLLUJVE3RDV2LL3ZQNFG47T,Retro Charm Meets Modern Sound: Bluetooth Speaker & Phone Holder,White,,,TBDL Exclusive,TBDL Exclusive,,,,,unavailable,Physical good,,,,,,,,39.99,,N,,,,,#color9ce83340-9bb1-4d1c-8dc9-fb6d1eb99e4d,White,,,,,,,,N,,,,,,Y,194,,,,
WBTMN6HBP23JYFSSMTW4JLZD,Retro Charm Meets Modern Sound: Bluetooth Speaker & Phone Holder,Orange,,,TBDL Exclusive,TBDL Exclusive,,,,,unavailable,Physical good,,,,,,,,45.99,,N,,,,,#color9ce83340-9bb1-4d1c-8dc9-fb6d1eb99e4d,Orange,,,,,,,,N,,,,,,Y,193,,,,
EAXSFLXVHGEAITWCEQYAOCMO,Rhodonite Crystal Teardrop Wire Wrapped Pendant Handmade,,,"Rhodonite Crystal Teardrop Wire Wrapped Pendant Handmade
Beautiful teardrop rhodonite stone pendants wire wrapped with silver tone copper wire.
Comes with 22 in silver plated chain.
Each pattern and coloration is unique.  Pics are for reference only.
Sold per necklace",Energy & Elements,Energy & Elements,,,,,unavailable,Physical good,,,,Y,,Y,Y,58.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,2,,,,
JAW32R6MONHY5DIN5IVC3AIC,Rider-Waite Spanish tarot deck by Pamela Colman Smith,,,"Once considered revolutionary, the Rider-Waite® deck has become the most popular tarot deck in the world, and has set the standard for hundreds of other tarot decks. The cards were drawn in 1909 by Pamela Colman Smith under the direction of Arthur Edward Waite. Smith's vibrant drawings transformed the standard tarot deck. Spanish card titles & booklet. 38 page booklet included. 78 cards. Card stack is 4 3/4"" x 2 3/4"" x 1""",Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,Y,,Y,Y,78.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,6,,,,
XARS43OBDVST4EH5ZK4RQJKJ,Rocked Up Mini Crystal Quartz Necklace - Gold,,,"<p></p><p>Add a delicate touch of glamour to your day with these beautiful crystal quartz pieces.</p><p><strong>Properties of crystal quartz </strong></p><ul><li><p>the most popular and versatile healing stone</p></li><li><p>aids concentration</p></li><li><p>stimulates the immune system</p></li><li><p>protects against negativity.</p></li></ul><p>Wear your crystals alone or layer them with the bigger Rocked Up necklace to make a statement! Available with gold or silver chain. </p><p>Rocked Up is Shh by Sadie&#39;s all-time best-selling necklace. It has featured in UK&#39;s Living Etc, UK&#39;s Woman and Home, Spain&#39;s We &amp; You, NZ&#39;s Your Home and Garden, Women&#39;s Weekly NZ, NZ Herald, The Dominion Post, Kia Ora and Remix magazines, along with several Shoe Collection campaigns. <a target=""_blank"" rel=""noreferrer noopener"">See Shh by Sadie press here.</a></p><p>Presenter + activist Chessie King, US actress China Anne McClain, Kiwi singer Julia Deans, T&#39;s Megan Robinson and former Remix editor Tina Moore have all rocked the original Rocked Up statement necklaces!</p><p>Due to the natural nature of these quartz stones the exact pieces may vary from those photographed. Length approx 46cm. </p>","Energy & Elements, The New Things",The New Things,,,,,visible,Physical good,,,,Y,N,Y,Y,114.84,,N,,N,,N,,,,,,,,,,N,,,,,,Y,18,,,,
WMQ5WT3OGYL4O4TBWORCARX5,Rocked Up Mini Crystal Quartz Necklace - Green,,,"<p></p><p>These beautiful crystal quartz pieces shimmer with colour. </p><p><strong>Properties of crystal quartz </strong></p><ul><li><p>the most popular and versatile healing stone</p></li><li><p>aids concentration</p></li><li><p>stimulates the immune system</p></li><li><p>protects against negativity.</p></li></ul><p>Wear your crystals alone or layer them with the bigger Rocked Up necklace to make a statement! Available with gold or silver chain. </p><p>Rocked Up is Shh by Sadie&#39;s all-time best-selling necklace. It has featured in UK&#39;s Living Etc, UK&#39;s Woman and Home, Spain&#39;s We &amp; You, NZ&#39;s Your Home and Garden, Women&#39;s Weekly NZ, NZ Herald, The Dominion Post, Kia Ora and Remix magazines, along with several Shoe Collection campaigns. <a target=""_blank"" rel=""noreferrer noopener"">See Shh by Sadie press here.</a></p><p>Presenter + activist Chessie King, US actress China Anne McClain, Kiwi singer Julia Deans, T&#39;s Megan Robinson and former Remix editor Tina Moore have all rocked the original Rocked Up statement necklaces!</p><p>Due to the natural nature of these quartz stones the exact pieces may vary from those photographed. Length approx 46cm. </p>","Energy & Elements, The New Things",The New Things,,,,,unavailable,Physical good,,,,Y,N,N,N,114.84,,N,,N,,N,,,,,,,,,,N,,,,,,Y,2,,,,
7HVYOVKM2WLSRV7PE7J7XAE3,Root Chakra Incense Sticks,,,"This pack of incense contains 30 incense sticks in a strawberry fragrance. The incense represents the Root Chakra which is linked to stability, grounding and prosperity. The pack comes with a wooden ash catcher showing the Root Chakra symbol. Dimensions: H28cm x W4cm x D4cm; Material: Incense",TBDL Exclusive,TBDL Exclusive,,,,,visible,Physical good,,,,Y,,Y,Y,25.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,267,,,,
BXVGXGIVAY2OGDU3KB2KGUKQ,Rose Garden Organic Soap,,,"New Soap!!!! Love roses, well this is the bar for you. Made with natural pink clay, rose absolut and a delectable layer of rose petals, this bar has all the makings of a new favorite. Smells amazing, feels amazing and will leave your skin feeling amazing. This bar is made from the best stuff on earth and will not only make your nose happy, but your body happy as well. It will leave your skin soft, hydrated and glowing. This soap is vegan. Ingredients: Saponofied Olive Oil*, Coconut Oil*, Safflower Oil*, Shea Nut Oil*, Camelina Oil*, Rose Absolut, Jojoba Oil, Rose Petals*, Pink Brazilian Clay *Indicates certified Organic This posting is for one 4oz. bar. Weight may vary slightly from bar to bar as they are handcrafted in small batches and hand cut, which makes each bar completely unique! The herbs, oils clays and essential oils are the highest quality and specifically chosen for their health benefits to the body. Free of harsh detergents, dyes and synthetic fragrance these are the purest and most beneficial soaps you can buy. Our bars are hand cut so each bar is completely unique! We’re confident that you’ll love our soaps! Great for gifts or for yourself. Product can be special ordered in different sizes/quantities. Please allow 4-6 weeks for curing process. . Shop Info: Organic Completely cruelty free No sulfates, phthalates or parabens…ever No synthetic dyes or fragrances Completely all natural and safe Zero waste company Packaging upcycled when possible Everything is made with love <3",The New Things,The New Things,,,,,visible,Physical good,,,,Y,,,,22.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,198,,,,
MGF23BPIZH6HT6B62SS3MTQM,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"6.75"" (XS)",,"<p></p><p><u><em><strong>Rose Quartz</strong></em></u> <strong>&amp;</strong> <u><strong><em>Amethyst</em></strong></u> Stretch Bracelet! This beaded bracelet is handmade using only natural and premium components! </p><p><br/></p><p>Rose Quartz is known as the “stone</p><p>of love” and is used with the Heart Chakra. Rose Quartz teaches us to bring all types of love into our life.</p><p>The gentle gemstone reminds us to love</p><p>ourselves and to open our heart to others. Rose Quartz also brings a calming and</p><p>soothing energy to help reduce stress.</p><p>Rose Quartz Zodiac Influences: Libra ~ Taurus ~ Aries</p><p><br/></p><p>Amethyst is a master healing stone</p><p>used for psychic protection, healing and cleansing. It is also the birthstone for February! </p><p>This Brazilian Amethyst brings a very pure</p><p>and calming energy. For these reasons, Amethyst is known as a great healer for stress and anxiety. It has also been used to encourage sobriety and help with</p><p>insomnia. </p><p>Amethyst aids the Heart, Third Eye and Throat Chakras and has these Zodiac Influences: Virgo ~ Sagittarius ~ Capricorn ~</p><p>Aquarius ~ Pisces</p><p><br/></p><p></p><p></p><br/><p></p><p><br/></p><p><br/></p><p>This bracelet is handmade with love in the USA using <em><strong>only</strong></em> high quality components!</p><p><br/></p><p><br/></p>",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,44.23,,N,,N,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"6.75"" (XS)",,,,,,,,N,,,,,,Y,20,,,,
ZJVL4LRNVWUB5MVYLTITZ2X3,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"7"" (Standard)",,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,,,,,48.23,,N,,,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"7"" (Standard)",,,,,,,,N,,,,,,Y,20,,,,
4VSQRDZOZH4RJY4WFR3KRW7S,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"7.5"" (L)",,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,,,,,51.23,,N,,,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"7.5"" (L)",,,,,,,,N,,,,,,Y,19,,,,
YRT3ESMQ7GYHZOJGSMQ7ILWA,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"7.75"" (XL)",,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,,,,,53.23,,N,,,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"7.75"" (XL)",,,,,,,,N,,,,,,Y,20,,,,
FHSEMYFQGJGKZHUQRSLEONKM,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"8"" (XXL)",,,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,,,,,55.23,,N,,,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"8"" (XXL)",,,,,,,,N,,,,,,Y,20,,,,
FSK4Z6FGDZ4MOQKHCXXVU55J,"Rose Quartz Tumbled Genuine Polished Gemstone - 1"" per piece",,,"The love and healing vibrations help replace toxic emotions and blockages that clog the heart chakra and replaces it with the energy of love. According to the practice of Feng Shui, placing Rose Quartz crystals in your bedroom helps promote nourishing and loving Chi in that area.



Sold by pieces",Energy & Elements,Energy & Elements,,,,,visible,Physical good,,,,Y,,Y,Y,21.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,33,,,,
SNJB3ZZ2Q4RAMNDA4EVXDPGS,Sacral Chakra Incense Sticks,,,This pack of incense contains 30 incense sticks in an orange fragrance. The incense represents the Sacral Chakra which is linked to sexuality and physical grace. The pack comes with a wooden ash catcher showing the Sacral Chakra symbol. Dimensions: H28cm x W4cm x D4cm; Material: Incense,The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,25.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,232,,,,
REXCI5KWJUQKCY2CEEY2TQYJ,Sage Bundle for Love+ Friendship,,,"Invite love, friendship and improve all types of relationships with our beautiful, lovingly hand tied white sage bundles. Each bundle includes a palo santo wood stick, wildcrafted white sage, red rose petals and a rose quartz crystal!

Rose Quartz is the stone of love. Use it during meditation or set an intention to bring love into your life or to improve relationships of all kinds.

White sage smoke removes negative energy from any space, object, etc., while the palo santo stick, sustainably sourced from fallen branches, invites only good energy in.

Handmade in the USA

Palo Santo from Peru

Rose Quartz from Brazil

Measures approximately 4"" long. Each crystal is about 1-2""",The Apothecary Cabinet,The Apothecary Cabinet,,,,,visible,Physical good,,,,Y,,Y,Y,37.23,,N,,N,,,,,,,,,,,,N,,,,,,Y,100,,,,
7DPXWO2DUK65OB5P4PH252MF,Selenite  Crystal Charging Plates,,,"Selenite Charging Plates are a great way to recharge your crystals, smudges, jewelry, bracelets and etc.
You might see minor imperfections as this is a natural selenite stone.
Each charging plate is approximately 8x4"" roughly 2 Lb's +. Stones, sage, bracelets are not included.
Made in Morocco.
Please note: These are natural products hand carved  - scratches, scrapes are normal & not considered defects.


The price is for a selenite charging plate only.",Energy & Elements,Energy & Elements,,,,,unavailable,Physical good,,,,Y,,Y,Y,122.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,52,,,,
6SMCLIDY5ET6T6FDFJEF2SWC,Selenite  Crystal Charging Plates,,,"Selenite Charging Plates are a great way to recharge your crystals, smudges, jewelry, bracelets and etc. 
You might see minor imperfections as this is a natural selenite stone. 
Each charging plate is approximately 8x4"" roughly 2 Lb's +. Stones, sage, bracelets are not included. 
Made in Morocco.
Please note: These are natural products hand carved  - scratches, scrapes are normal & not considered defects.


The price is for a selenite charging plate only.",,,,,,,visible,Physical good,,,,Y,,,,122.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,52,,,,
YAFKI7LM6OH6V3ROSOIC2KWQ,Selenite Bubble Lamp,,,"Relaxing Selenite Bubble Lamp. LED on/off Tealight included 100 hours battery operated CR2032 warm yellow flame. Size: 2.5"" diameter.
- Selenite Crystals are remarkably peaceful. The crown chakra is associated with the Selenite stone and aside from this you can use Selenite to contact your Guardian Angel or Spiritual Guides.
- Cleansing and clearing other crystals of negative energies and vibrations is another wonderful property of Selenite.
- Unlike other metaphysical stones. It ensures a peaceful environment when stones are placed around the home and is an excellent stone for meditation.
- Amazing size for a gift. Harmonizer decoration item for a night stand, office desk or to bring with you all the time in your bag. Each piece differ in shape, weight and size. This has been hand cut by Morrocans artisans.

Brand:
Our brand CuartoAstral is and old idea that was developed little by little with angelic assistance.

Cuarto Astral means in English Astral Room; it is this place, this room, where you can escape to reconnect.

Purpose: the main purpose of CuartoAstral is to deliver and share information and products that facilitate connection with high realms. Besides, taking care of our own families, some of us are here on earth to spread information, in order to change consciousness and prepare society for the new age; Aquarius age.

Plan: Therefore, we are selling crystals and incenses, carefully picked and handled with the intention of delivering healing into homes with the highest quality reasonably priced. Our employees were carefully selected and we made sure with an astral chart, they were sensitive enough to deal with this new venture.

Our brand has an spiritual healing mission. Therefore, our marketing slogan ""SHOPPING WITH A HEALING PURPOSE"". We have made sure that our products are being exposed to Reconnective healing frequencies and harmonic sounds and vibrations to cleanse all our crystals, while stored for activation and clarity.

Goal: When you get one of our products, be sure you will feel the spiritual protection and calmness that you need to reconnect.

The logo is the natal chart of our founder, it is the best business card and picture of the sky at birth time. It shows her strengths, weaknesses and purposes in life.

We truly hope you enjoy our brand and we are really happy we are able to deliver these beautiful energies in your homes.",The Apothecary Cabinet,The Apothecary Cabinet,,,,,unavailable,Physical good,,,,Y,,Y,Y,25.23,,N,,N,,N,,,,,,,,,,N,,,,,,Y,22,,,,
