Token,Item Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled RRV Richmond,Current Quantity RRV Richmond,New Quantity RRV Richmond,Stock Alert Enabled RRV Richmond,Stock Alert Count RRV Richmond,Price RRV Richmond,Enabled TBDL Richmond,Current Quantity TBDL Richmond,New Quantity TBDL Richmond,Stock Alert Enabled TBDL Richmond,Stock Alert Count TBDL Richmond,Price TBDL Richmond,Enabled TVM McHenry,Current Quantity TVM McHenry,New Quantity TVM McHenry,Stock Alert Enabled TVM McHenry,Stock Alert Count TVM McHenry,Price TVM McHenry,Enabled TVM Richmond,Current Quantity TVM Richmond,New Quantity TVM Richmond,Stock Alert Enabled TVM Richmond,Stock Alert Count TVM Richmond,Price TVM Richmond
BMM3REX2VIJLCITQEKTWL4YP,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,Purple 128G,,"<p></p><div><div><div><div><p><strong>THE R36S HANDHELD GAME CONSOLE</strong></p><p>The Updated Open Source R36S Retro Handheld Video Game Console, the ultimate gaming experience for gamers on-the-go! With a 3.5 inch big screen and 64GB storage capacity, this handheld game player is the perfect device for entertainment on the road. The IPS screen not only ensures that the picture quality is outstanding, but also provides a wide viewing angle. Plus, the Linux system ensures smooth gaming performance and allows for easy customization!</p><div><div><p>This handheld game console is not only functional, but also stylish with its beautiful appearance. It comes in three different colors to match your personality and preferences. The battery life is also impressive, so no need to worry about running out of battery on your long trips!</p><div><div><p><strong>Support 21 Emulator for 15000+ Games </strong></p><div><div><div><p>R36S Retro Handheld Game Console</p></div><div><p>R36S handheld game console is equipped with quad-core 64-bit Cortex-A35 processor, with a main frequency of up to 1.8GHz, paired with DDR3L 1GB RAM, delivering an outstanding gaming experience for you.</p></div></div></div></div></div></div></div></div></div><p><br/><br/></p></div></div><p><br/></p>",Labz,Labz,,,,,visible,Physical good,,,,Y,,,,89.23,,N,,N,,N,#color87531add-d655-4582-a928-6d0502cac91b,Purple 128G,,,,,,,,Y,,,,,,Y,,,,,,Y,25,,,,,Y,,,,,
4AUM2QFMWKMLE7NUVBJOKGOU,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,Orange 128G,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,Orange 128G,,,,,,,,Y,,,,,,Y,,,,,,Y,11,,,,,Y,,,,,
VNIEIMOGVRY4JV7ZJWR6A7VD,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,Purple 64GB,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,49.99,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,Purple 64GB,,,,,,,,Y,,,,,,Y,,,,,,Y,17,,,,,Y,,,,,
L24OB3LACRSCVJ6KP5C44AEH,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,Black 128G,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,89.23,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,Black 128G,,,,,,,,Y,,,,,,Y,,,,,,Y,47,,,,,Y,,,,,
SIQAY6J4PZNLSMEUHIHAIRJK,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,Black 64GB,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,39.99,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,Black 64GB,,,,,,,,Y,,,,,,Y,,,,,,Y,2,,,,,Y,,,,,
IEIQNXYNJNEIX7UDBZJWSTLL,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,Orange 64G,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,49.99,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,Orange 64G,,,,,,,,Y,,,,,,Y,,,,,,Y,13,,,,,Y,,,,,
44MHKWTX6QWDUSYEARTCZLIV,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,Red 128GB,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,59.99,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,Red 128GB,,,,,,,,Y,,,,,,Y,,,,,,Y,7,,,,,Y,,,,,
DJWXQZEIBEC2IQUCBAGZQT43,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,White 64GB,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,85.23,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,White 64GB,,,,,,,,Y,,,,,,Y,,,,,,Y,24,,,,,Y,,,,,
TG6MXHC2KEUFWGUJSYGJBD3Q,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,Red 64GB,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,85.23,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,Red 64GB,,,,,,,,Y,,,,,,Y,,,,,,Y,28,,,,,Y,,,,,
4GX6XF7DVIHN2ZU7B5L4LINR,R36S Retro Handheld Video Game Console Linux System 3.5 Inch IPS,White 128G,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,89.23,,N,,,,N,#color87531add-d655-4582-a928-6d0502cac91b,White 128G,,,,,,,,Y,,,,,,Y,,,,,,Y,40,,,,,Y,,,,,
4A7FQJ2NV4WUTRIQWA6ZWRF2,R36S Retro Handheld Video Game Console Linux System 3.5-inch IPS,64GB black,,"Parameters:

- System: Open-source Linux system
- Built-in emulator: Supports MAME, N64, PS1, NEOGEO, FC, SFC, MD, CPS1, CPS2, and CPS3, among others.
- Screen size: 3.5-inch IPS OCA full lamination MIPI screen
- Resolution: 640*480
- CPU: RK3326, an ARM 64-bit quad-core Cortex-A35 CPU capable of reaching up to 1.5GHz.
- GPU: Mali-G31MP2 (520MHz), supporting OpenGL ES 3.2.
- Speaker: Built-in 8W cavity speaker.
- Battery capacity: 3500mAh.
- Battery maximum power consumption: 5W.
- Battery life: 8 hours.
- Charging time: 2 hours.
- Type-C charging interface: supports.
- Type-C-OTG data port: supports.

Features:

1. This handheld game console features over 10,000 selected classic games.
2. It boasts a smooth screen and a high-precision joystick.
3. The console supports downloading and collecting games, as well as multiple emulators, catering to a wide range of games.
4. It offers online fighting and streaming media capabilities, fulfilling diverse entertainment needs.
5. This handheld game machine serves as both a game machine and a multi-functional entertainment device.
6. The IPS screen presents delicate and clear image quality, enhancing convenience and user-friendliness.

Package Included:

1* Game console.
1* TF card (64G or 128G memory card is optional).
1* Charging cable.
1* Manual.",Labz,Labz,,,,,visible,Physical good,,,,Y,,,,49.99,,N,,N,,N,#colorfd6d4c1e-54af-4cc4-8652-dee0f6a439b4,64GB black,,,,,,,,Y,,,,,,Y,,,,,,Y,15,,,,,Y,,,,,
CT2WP2YJVDEF7UZHPGIBYVP4,R36S Retro Handheld Video Game Console Linux System 3.5-inch IPS,64GB white,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,45.99,,N,,,,N,#colorfd6d4c1e-54af-4cc4-8652-dee0f6a439b4,64GB white,,,,,,,,Y,,,,,,Y,,,,,,Y,16,,,,,Y,,,,,
3BPZHKPMYWDYFLNVRUBQNBJ4,RGBW Modern Curve Floor Lamp | New Version,,,"<p></p><h2>Features</h2><p></p><p>— Colors: Black</p><p></p><p>— Materials: Metal, Aluminum</p><p></p><p>— Measurements: 47.3&#34;L x 12.6&#34;W x 66.9&#34;H </p><p></p><p>— Origin: China</p><p></p><p>— Warranty: Manufacturer&#39;s 1 Year</p><p></p><p>— 16 Million Colors &amp; 358 Light Effect</p><p></p><p>— 3000 - 6000k white light （new version）</p><p></p><p>— Dimmable</p><p></p><p>— Remote Control (Requires AAA Battery; Not Included)</p><p></p><p><br/></p><p></p><p> <br/></p><p><br/></p><p></p><p>.so-tab {</p><p>position: relative;</p><p>width: 100%;</p><p>overflow: hidden;</p><p>margin: 25px 0;</p><p>}</p><p>.so-tab label {</p><p>position: relative;</p><p>display: block;</p><p>padding: 0 25px 0 0;</p><p>margin-bottom: 15px;</p><p>line-height: normal;</p><p>cursor: pointer;</p><p>}</p><p>.so-tab input {</p><p>position: absolute;</p><p>opacity: 0;</p><p>z-index: -1;</p><p>}</p><p>.so-tab-content {</p><p>max-height: 0;</p><p>overflow: hidden;</p><p>transition: max-height .35s;</p><p>}</p><p>/* :checked */</p><p>.so-tab input:checked ~ .so-tab-content {</p><p>max-height: none;</p><p>}</p><p>/* Icon */</p><p>.so-tab label::after {</p><p>position: absolute;</p><p>right: 0;</p><p>top: 0;</p><p>display: block;</p><p>-webkit-transition: all .35s;</p><p>-o-transition: all .35s;</p><p>transition: all .35s;</p><p>}</p><p>.so-tab input[type=checkbox] + label::after {</p><p>content: &#34;+&#34;;</p><p>}</p><p>.so-tab input[type=radio] + label::after {</p><p>content: &#34;\25BC&#34;;</p><p>}</p><p>.so-tab input[type=checkbox]:checked + label::after {</p><p>transform: rotate(315deg);</p><p>}</p><p>.so-tab input[type=radio]:checked + label::after {</p><p>transform: rotateX(180deg);</p><p>}</p><p>--&gt;</p><p></p><h2>Specifications</h2><p></p><div><p><br/><b>＋ Product Details</b></p><p></p><div><p></p><p>— Power Source: Wall Plug</p><p></p><p>— Cord Length: 8.2&#39;</p><p></p><p>— Voltage: 12V / 2A</p><p></p><p>— Bulb Type: LED</p><p></p><p>— Bulb Included: Yes</p><p></p><p>— Dimmable: Yes</p><p></p><p>— Wattage: 21 W</p><p></p><p>— Lumens: 1512～1680 lm</p><p></p><p>— Color Temperature: 2700-6500 K</p><p></p><p>— Bulb Lifetime: 20000+ Hours</p><p></p><p>— Color Rendering Index: 85RA</p><p></p><p>— Assembly Required: Yes</p><p></p><p>— Instructions Included: Yes</p><p></p><p>— Suitable For Outdoor Use: No </p><p></p><p>— Certifications: FCC, CE, ROHS</p><p></p><p>— Product Weight: 11.5 lb</p><p></p></div><p></p></div>",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,N,N,N,121.53,,N,,N,,N,,,,,,,,,,Y,,,,,,Y,,,,,,Y,100,,,,,Y,,,,,
MY2W3UECVXBIJ6BON6RHAZZD,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"7.75"" (XL)",,"<p></p><p><strong><em><u>Rainbow Moonstone</u></em></strong> <strong>&amp;</strong> <strong><em><u>Brazilian Crystal Quartz</u></em></strong> stretch bracelet! This is an all natural, handmade bracelet using only genuine crystals and gemstones.<br/></p><p><br/></p><p><br/></p><p></p><p><br/></p><p>Rainbow or Blue Moonstone is a white to clear  stone with an amazing blue flash! </p><p>It&#39;s a powerful healing stone that brings inner peace, strength and love. It has been used to relieve stress and enhance intuition as well.<br/></p><p><br/></p><p></p><p>Moonstone is also known as the feminine goddess stone. It can bring balance to masculine energy or strengthen feminine energy. For this reason it is also known as a great tool for balancing Yin and Yang energies!<br/><br/></p><p><br/></p><p>Moonstone is most commonly associated with the Heart, Throat, Third Eye and Crown Chakras.<br/></p><p><br/></p><p>Zodiac Influences: Gemini~Cancer~Leo</p><p><br/></p><p>Crystal Quartz is a master healer that brings clarity to any situation. This crystal reminds us to change our perspective and see from all sides. It’s also used to cleanse and then amplify positive energy.<br/></p><p><br/></p><p></p><p>Crystal Quartz is a powerful healer that can be used in ALL CHAKRAS and influences ALL ZODIAC signs!</p><p></p><p><br/></p><p></p><p><br/></p><p>This bracelet is handmade with love in the USA using only</p><p>high quality components!</p><p><br/></p>",,,,,,,visible,Physical good,,,,Y,,,,57.23,,N,,N,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"7.75"" (XL)",,,,,,,,N,,,,,,N,,,,,,Y,18,,,,,N,,,,,
J36FHGFHQMN52M6JORRXVHQ6,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"8"" (XXL)",,,,,,,,,visible,Physical good,,,,,,,,60.23,,N,,,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"8"" (XXL)",,,,,,,,N,,,,,,N,,,,,,Y,20,,,,,N,,,,,
2TIXNPPOLYHMCAALA354KOOW,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"7.5"" (L)",,,,,,,,,visible,Physical good,,,,,,,,55.23,,N,,,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"7.5"" (L)",,,,,,,,N,,,,,,N,,,,,,Y,18,,,,,N,,,,,
RYAOVPNXCSD3DRICEZSXH4NQ,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"6.75"" (XS)",,,,,,,,,visible,Physical good,,,,,,,,51.23,,N,,,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"6.75"" (XS)",,,,,,,,N,,,,,,N,,,,,,Y,16,,,,,N,,,,,
ITZOXTCUNDIPLREOEVT7WQ3H,Rainbow Moonstone & Crystal Quartz Stretch Bracelet! Genuine Crystals!,"7"" (Standard)",,,,,,,,,visible,Physical good,,,,,,,,53.23,,N,,,,N,#size58651a60-4905-4e67-b621-297599fedfc4,"7"" (Standard)",,,,,,,,N,,,,,,N,,,,,,Y,16,,,,,N,,,,,
RLLWS4MQ4PPBIA7VW23BGC4Y,Raw Amethyst Stone Bracelet,"7.5, Purple, Brass",,"Gorgeous, raw amethyst stone bracelet with a jingle bell closure, all handwoven together by hand in a lustrous black chord. Amethyst is said to overcome fear and is used as a meditation stone, a perfect accent for your yoga/meditation gear or pair this attention grabbing bracelet with an evening look! There are many fashionable ways you can wear this!

 

 

*Length: 7.5 inches

 Raw Amethyst

 Cotton chord and bell closure

 Brass",,,,,,,visible,Physical good,,,,Y,,,,45.23,,N,,N,,N,#sizecf7bdffc-bca0-4cd5-9eb9-417367a96ef1,7.5,#colorcf7bdffc-bca0-4cd5-9eb9-417367a96ef1,Purple,#materialcf7bdffc-bca0-4cd5-9eb9-417367a96ef1,Brass,,,,N,,,,,,N,,,,,,Y,100,,,,,N,,,,,
VW6A44ECOPNVGGGHEDXKE746,Rectangular Selenite Crystal Lamp Prime,,,"❄️ Selenite Crystal Lamp's dimensions are 3' wide and 8' tall

❄️ Rectangular Selenite Crystal Lamp beautifully decorates your office, living room or bedroom.

❄️ Rectangular Selenite Crystal Lamp includes Power Cord with Light: 
US Plug
E12 Lamp Holder
Butterly Spring
Night Light Bulb
120V
Cable may be white or black

❄️ In new age and spiritual work, Selenite is considered one of the more powerful healing stones. It ensures a peaceful environment",,,,,,,visible,Physical good,,,,Y,,,,83.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,75,,,,,N,,,,,
4HHKBDVJC6VBNBCDWXAIQKZ3,Reiki Golden Nag | Incense Sticks Joss 15g | Premium Scents |,,,"These incense sticks are hand rolled in India using pure extracts and the finest scented oils. Let this aroma fill your home or shop and create a wonderful atmosphere. The finest spices, herbs, floral extracts, exotic oils and other natural ingredients are carefully selected and skillfully blended for their positive influence.<br data-mce-fragment=""1""><br data-mce-fragment=""1"">A variety of fragrances available from the best known company for incense, producing top quality incense.<br data-mce-fragment=""1""><br data-mce-fragment=""1""> Each pack contains 15g of Incense sticks (approximately 10 incense sticks)<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Huge range of scents - from calming meditation aids, spicy warm and fresh cleansing aromas<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Recyclable packaging, Free from Toxic substances.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong>To Use:</strong> <br data-mce-fragment=""1""><br data-mce-fragment=""1"">Light the end of the incense stick using a candle, lighter of match<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Allow the flame to burn for a few seconds - until a glowing ember forms<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Extinguish the flame wafting a smudging feather, hand or gently blowing<br data-mce-fragment=""1""><br data-mce-fragment=""1"">Once the incense stick is burning, place in an incense stick holder.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><br data-mce-fragment=""1"">Burn time: Approx 30 min",,,,,,,visible,Physical good,,,,Y,,,,12.23,,N,,,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,14,,,,,N,,,,,
QZZHYGGQULHHUTP2VUXGDQRT,Resurfacing Detox Serum  1oz,Standard,SKU_220,"This multi-corrective complex serum contains potent natural herbs that detoxify and brighten uneven skin. No matter how stressed or damaged the skin is, this serum helps resurface and renew it. Gentle on all types of skin. Ingredients: Water (Aqua), Limonia Acidissima (Thanaka) Extract, Leuconostoc/Radish Root Ferment Filtrate, Glycerin, Polysorbate 20, Glycolic Acid, Aloe Barbadensis Leaf Juice, Ubiquinone, Sodium Hyaluronate, Steardimonium Hydroxypropyl Panthenyl PEG-7 Dimethicone Phosphate Chloride, Phytic Acid, Isopropyl Palmitate, Cetearyl Glucoside, Cetearyl Alcohol, Cetyl Alcohol, PEG-40 Hydrogenated Castor Oil, Citrus Limon (Lemon) Peel Extract, Cymbopogon Citratus Extract, Pyrus Malus (Apple) Fruit Extract, Acetyl Hexapeptide-8, Acetic Acid, Lecithin, Lactic Acid, Squalane, Xanthan Gum, Carbomer, Fragrance, Ascorbyl Palmitate, Tocopheryl Acetate, Potassium Sorbate, Phenoxyethanol, Benzyl Alcohol, Tocopherol",,,,,,,unavailable,Physical good,,,,Y,,,,75.00,,Y,,N,,Y,,,,,,,,,,Y,,,,,,Y,0,,,,,Y,0,,,,,Y,,,,,
WKZQ5QE77VFESAGXQY5M7V3R,Retro Charm Meets Modern Sound: Bluetooth Speaker & Phone Holder,Grey,,"Introducing the Retro TV Design Bluetooth Speaker and Phone Holder—a perfect blend of vintage charm and modern technology. This stylish device isn't just about aesthetics; it’s packed with features that make it both functional and fun.

Equipped with support for A2DP, AVRCP, and hands-free profiles, this Bluetooth speaker ensures seamless connectivity. It operates on Bluetooth Version V4.2+EDR Class 2, providing a reliable connection within a range of up to 10 meters (approximately 33 feet).

The compact design measures 18 cm by 8 cm by 2.5 cm (7.1 inches by 3.1 inches by 1 inch), making it easy to carry and set up anywhere. Despite its sleek size, it has a solid net weight of 532 grams (1.17 pounds), giving it a sturdy feel.

Under the hood, you'll find a powerful 40 mm speaker with a loudspeaker output of 3 watts. The frequency response ranges from 280 Hz to 16 kHz, delivering clear and dynamic sound. The signal-to-noise ratio meets high standards, and the distortion level is kept to a minimum at ≤ 0.5%.

Powered by a 1200 mAh battery, this speaker offers extended playtime, ensuring your music lasts throughout the day.

What’s in the Box?
1 Wireless Bluetooth Speaker
1 Charging Cable

Experience the perfect harmony of retro design and contemporary audio performance with this versatile Bluetooth speaker and phone holder.",Labz,Labz,,,,,visible,Physical good,,,,Y,,,,45.99,,N,,N,,N,#color9ce83340-9bb1-4d1c-8dc9-fb6d1eb99e4d,Grey,,,,,,,,Y,,,,,,Y,,,,,,Y,193,,,,,Y,,,,,
PDLLUJVE3RDV2LL3ZQNFG47T,Retro Charm Meets Modern Sound: Bluetooth Speaker & Phone Holder,White,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,39.99,,N,,,,N,#color9ce83340-9bb1-4d1c-8dc9-fb6d1eb99e4d,White,,,,,,,,Y,,,,,,Y,,,,,,Y,194,,,,,Y,,,,,
WBTMN6HBP23JYFSSMTW4JLZD,Retro Charm Meets Modern Sound: Bluetooth Speaker & Phone Holder,Orange,,,Labz,Labz,,,,,visible,Physical good,,,,,,,,45.99,,N,,,,N,#color9ce83340-9bb1-4d1c-8dc9-fb6d1eb99e4d,Orange,,,,,,,,Y,,,,,,Y,,,,,,Y,193,,,,,Y,,,,,
EAXSFLXVHGEAITWCEQYAOCMO,Rhodonite Crystal Teardrop Wire Wrapped Pendant Handmade,,,"Rhodonite Crystal Teardrop Wire Wrapped Pendant Handmade
Beautiful teardrop rhodonite stone pendants wire wrapped with silver tone copper wire.
Comes with 22 in silver plated chain.
Each pattern and coloration is unique.  Pics are for reference only.
Sold per necklace",TRTR Curated,TRTR Curated,,,,,visible,Physical good,,,,Y,,,,58.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,2,,,,,N,,,,,
JAW32R6MONHY5DIN5IVC3AIC,Rider-Waite Spanish tarot deck by Pamela Colman Smith,,,"Once considered revolutionary, the Rider-Waite® deck has become the most popular tarot deck in the world, and has set the standard for hundreds of other tarot decks. The cards were drawn in 1909 by Pamela Colman Smith under the direction of Arthur Edward Waite. Smith's vibrant drawings transformed the standard tarot deck. Spanish card titles & booklet. 38 page booklet included. 78 cards. Card stack is 4 3/4"" x 2 3/4"" x 1""",,,,,,,visible,Physical good,,,,Y,,,,78.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,6,,,,,N,,,,,
XARS43OBDVST4EH5ZK4RQJKJ,Rocked Up Mini Crystal Quartz Necklace - Gold,,,"<p></p><p>Add a delicate touch of glamour to your day with these beautiful crystal quartz pieces.</p><p><strong>Properties of crystal quartz </strong></p><ul><li><p>the most popular and versatile healing stone</p></li><li><p>aids concentration</p></li><li><p>stimulates the immune system</p></li><li><p>protects against negativity.</p></li></ul><p>Wear your crystals alone or layer them with the bigger Rocked Up necklace to make a statement! Available with gold or silver chain. </p><p>Rocked Up is Shh by Sadie&#39;s all-time best-selling necklace. It has featured in UK&#39;s Living Etc, UK&#39;s Woman and Home, Spain&#39;s We &amp; You, NZ&#39;s Your Home and Garden, Women&#39;s Weekly NZ, NZ Herald, The Dominion Post, Kia Ora and Remix magazines, along with several Shoe Collection campaigns. <a target=""_blank"" rel=""noreferrer noopener"">See Shh by Sadie press here.</a></p><p>Presenter + activist Chessie King, US actress China Anne McClain, Kiwi singer Julia Deans, T&#39;s Megan Robinson and former Remix editor Tina Moore have all rocked the original Rocked Up statement necklaces!</p><p>Due to the natural nature of these quartz stones the exact pieces may vary from those photographed. Length approx 46cm. </p>",TRTR Curated,TRTR Curated,,,,,unavailable,Physical good,,,,Y,,,,114.84,,N,,N,,N,,,,,,,,,,Y,,,,,,N,,,,,,N,18,,,,,N,,,,,
WMQ5WT3OGYL4O4TBWORCARX5,Rocked Up Mini Crystal Quartz Necklace - Green,,,"<p></p><p>These beautiful crystal quartz pieces shimmer with colour. </p><p><strong>Properties of crystal quartz </strong></p><ul><li><p>the most popular and versatile healing stone</p></li><li><p>aids concentration</p></li><li><p>stimulates the immune system</p></li><li><p>protects against negativity.</p></li></ul><p>Wear your crystals alone or layer them with the bigger Rocked Up necklace to make a statement! Available with gold or silver chain. </p><p>Rocked Up is Shh by Sadie&#39;s all-time best-selling necklace. It has featured in UK&#39;s Living Etc, UK&#39;s Woman and Home, Spain&#39;s We &amp; You, NZ&#39;s Your Home and Garden, Women&#39;s Weekly NZ, NZ Herald, The Dominion Post, Kia Ora and Remix magazines, along with several Shoe Collection campaigns. <a target=""_blank"" rel=""noreferrer noopener"">See Shh by Sadie press here.</a></p><p>Presenter + activist Chessie King, US actress China Anne McClain, Kiwi singer Julia Deans, T&#39;s Megan Robinson and former Remix editor Tina Moore have all rocked the original Rocked Up statement necklaces!</p><p>Due to the natural nature of these quartz stones the exact pieces may vary from those photographed. Length approx 46cm. </p>",TRTR Curated,TRTR Curated,,,,,unavailable,Physical good,,,,Y,N,N,N,114.84,,N,,N,,N,,,,,,,,,,Y,,,,,,N,,,,,,N,2,,,,,N,,,,,
7HVYOVKM2WLSRV7PE7J7XAE3,Root Chakra Incense Sticks,,,"This pack of incense contains 30 incense sticks in a strawberry fragrance. The incense represents the Root Chakra which is linked to stability, grounding and prosperity. The pack comes with a wooden ash catcher showing the Root Chakra symbol. Dimensions: H28cm x W4cm x D4cm; Material: Incense",,,,,,,visible,Physical good,,,,Y,,,,25.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,267,,,,,N,,,,,
MGF23BPIZH6HT6B62SS3MTQM,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"6.75"" (XS)",,"<p></p><p><u><em><strong>Rose Quartz</strong></em></u> <strong>&amp;</strong> <u><strong><em>Amethyst</em></strong></u> Stretch Bracelet! This beaded bracelet is handmade using only natural and premium components! </p><p><br/></p><p>Rose Quartz is known as the “stone</p><p>of love” and is used with the Heart Chakra. Rose Quartz teaches us to bring all types of love into our life.</p><p>The gentle gemstone reminds us to love</p><p>ourselves and to open our heart to others. Rose Quartz also brings a calming and</p><p>soothing energy to help reduce stress.</p><p>Rose Quartz Zodiac Influences: Libra ~ Taurus ~ Aries</p><p><br/></p><p>Amethyst is a master healing stone</p><p>used for psychic protection, healing and cleansing. It is also the birthstone for February! </p><p>This Brazilian Amethyst brings a very pure</p><p>and calming energy. For these reasons, Amethyst is known as a great healer for stress and anxiety. It has also been used to encourage sobriety and help with</p><p>insomnia. </p><p>Amethyst aids the Heart, Third Eye and Throat Chakras and has these Zodiac Influences: Virgo ~ Sagittarius ~ Capricorn ~</p><p>Aquarius ~ Pisces</p><p><br/></p><p></p><p></p><br/><p></p><p><br/></p><p><br/></p><p>This bracelet is handmade with love in the USA using <em><strong>only</strong></em> high quality components!</p><p><br/></p><p><br/></p>",,,,,,,visible,Physical good,,,,Y,,,,44.23,,N,,N,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"6.75"" (XS)",,,,,,,,N,,,,,,N,,,,,,Y,20,,,,,N,,,,,
ZJVL4LRNVWUB5MVYLTITZ2X3,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"7"" (Standard)",,,,,,,,,visible,Physical good,,,,,,,,48.23,,N,,,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"7"" (Standard)",,,,,,,,N,,,,,,N,,,,,,Y,20,,,,,N,,,,,
4VSQRDZOZH4RJY4WFR3KRW7S,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"7.5"" (L)",,,,,,,,,visible,Physical good,,,,,,,,51.23,,N,,,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"7.5"" (L)",,,,,,,,N,,,,,,N,,,,,,Y,19,,,,,N,,,,,
YRT3ESMQ7GYHZOJGSMQ7ILWA,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"7.75"" (XL)",,,,,,,,,visible,Physical good,,,,,,,,53.23,,N,,,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"7.75"" (XL)",,,,,,,,N,,,,,,N,,,,,,Y,20,,,,,N,,,,,
FHSEMYFQGJGKZHUQRSLEONKM,Rose Quartz & Amethyst Stretch Bracelet! Genuine Crystals!,"8"" (XXL)",,,,,,,,,visible,Physical good,,,,,,,,55.23,,N,,,,N,#sizef634b9d4-fee6-4c71-88de-ad77a1db6061,"8"" (XXL)",,,,,,,,N,,,,,,N,,,,,,Y,20,,,,,N,,,,,
FSK4Z6FGDZ4MOQKHCXXVU55J,"Rose Quartz Tumbled Genuine Polished Gemstone - 1"" per piece",,,"The love and healing vibrations help replace toxic emotions and blockages that clog the heart chakra and replaces it with the energy of love. According to the practice of Feng Shui, placing Rose Quartz crystals in your bedroom helps promote nourishing and loving Chi in that area.

 

Sold by pieces",,,,,,,visible,Physical good,,,,Y,,,,21.23,,N,,N,,N,,,,,,,,,,N,,,,,,N,,,,,,Y,33,,,,,N,,,,,
